# TradeSchool Phase W1 — libm parity artifact
# Produced by backend/scripts/measure_libm_parity.py; the Kotlin-side contract is in
# backend/scripts/measure_libm_parity_kotlin_side.md (runnable reference: kotlin_side/).
# Columns: fn, input, numpy, libm — each an IEEE-754 double's exact bit pattern, big-endian.
# `numpy` is the value the goldens were captured from and the value a port must reproduce.
# `libm` is math.exp/math.log, i.e. the platform C library, recorded so the artifact shows
# whether NumPy's own kernel IS the libm on the machine that produced it.
# SAMPLE: 20049 of 2034617 distinct inputs (even stride over the sorted domain, both endpoints, plus every numpy/libm disagreement). Regenerate the complete stream with --full; verify it against the summary's digests.
fn	input	numpy	libm
exp	0x3f27906b7cf71383	0x3ff000bc87b28255	0x3ff000bc87b28255
exp	0x3f27ee6ad307b710	0x3ff000bf77d01490	0x3ff000bf77d01490
exp	0x3f2840f01e86ec54	0x3ff000c20c1981c9	0x3ff000c20c1981c9
exp	0x3f28a5eca259e656	0x3ff000c534243622	0x3ff000c534243622
exp	0x3f2906ce0057764e	0x3ff000c83b54bffa	0x3ff000c83b54bffa
exp	0x3f29713327a06bdd	0x3ff000cb8ea7ee8d	0x3ff000cb8ea7ee8d
exp	0x3f29cddad081ed0d	0x3ff000ce740a4ef9	0x3ff000ce740a4ef9
exp	0x3f2a27a8984a93a1	0x3ff000d1429d0268	0x3ff000d1429d0268
exp	0x3f2a900ac931f9d1	0x3ff000d485d98871	0x3ff000d485d98871
exp	0x3f2ae281c7219f05	0x3ff000d719b3e7e6	0x3ff000d719b3e7e6
exp	0x3f2b37aa3cda0480	0x3ff000d9c31b9518	0x3ff000d9c31b9518
exp	0x3f2b9702e5e8acdd	0x3ff000dcbe09b200	0x3ff000dcbe09b200
exp	0x3f2be7b338919ad9	0x3ff000df43af43de	0x3ff000df43af43de
exp	0x3f2c33c8d30374e7	0x3ff000e1a47d7221	0x3ff000e1a47d7221
exp	0x3f2ca4b7ada0db80	0x3ff000e52c266ff4	0x3ff000e52c266ff4
exp	0x3f2cf5da967dbb4e	0x3ff000e7b5623b69	0x3ff000e7b5623b69
exp	0x3f2d411880c75e95	0x3ff000ea0f73c70a	0x3ff000ea0f73c70a
exp	0x3f2d9d673e230c67	0x3ff000ecf2142742	0x3ff000ecf2142742
exp	0x3f2df8d2d51abfa7	0x3ff000efcd9b6f20	0x3ff000efcd9b6f20
exp	0x3f2e53230b57ca6c	0x3ff000f2a047ad7b	0x3ff000f2a047ad7b
exp	0x3f2eabff96123a41	0x3ff000f567565d12	0x3ff000f567565d12
exp	0x3f2f05bd80d8c28f	0x3ff000f83570f5b3	0x3ff000f83570f5b3
exp	0x3f2f6fe4105c6d65	0x3ff000fb86d93f9f	0x3ff000fb86d93f9f
exp	0x3f2fc280c6f39829	0x3ff000fe1be7bf43	0x3ff000fe1be7bf43
exp	0x3f30039cb86d2fad	0x3ff0010041cf4ebc	0x3ff0010041cf4ebc
exp	0x3f303057d49d8299	0x3ff001030dae16e8	0x3ff001030dae16e8
exp	0x3f305ded8d93ef1b	0x3ff00105e738082c	0x3ff00105e738082c
exp	0x3f308b211f8b545d	0x3ff00108ba9fa5e7	0x3ff00108ba9fa5e7
exp	0x3f30c36d057d54e0	0x3ff0010c3f989f68	0x3ff0010c3f989f68
exp	0x3f30ee7a43e300d6	0x3ff0010ef099dc41	0x3ff0010ef099dc41
exp	0x3f311c275b91dac2	0x3ff00111cb9befe2	0x3ff00111cb9befe2
exp	0x3f314d51b182585b	0x3ff00114de762fb9	0x3ff00114de762fb9
exp	0x3f317a0d8d062e0c	0x3ff00117aa6487ec	0x3ff00117aa6487ec
exp	0x3f31aa6de60300da	0x3ff0011ab09f3a14	0x3ff0011ab09f3a14
exp	0x3f31d9e9e7dfad05	0x3ff0011da8940db7	0x3ff0011da8940db7
exp	0x3f320ce941cce5ff	0x3ff00120d8c2e5b2	0x3ff00120d8c2e5b2
exp	0x3f3241f71c551925	0x3ff0012429dcc2b3	0x3ff0012429dcc2b3
exp	0x3f327496d4818fe8	0x3ff0012754125c0c	0x3ff0012754125c0c
exp	0x3f329a833b7109af	0x3ff00129b304b7d7	0x3ff00129b304b7d7
exp	0x3f32c4e5b94a90af	0x3ff0012c595e177f	0x3ff0012c595e177f
exp	0x3f32f77494fa5071	0x3ff0012f82877372	0x3ff0012f82877372
exp	0x3f332f246c5e1698	0x3ff00132fdc75022	0x3ff00132fdc75022
exp	0x3f3358c621362b5a	0x3ff001359814c061	0x3ff001359814c061
exp	0x3f3382e5c999bbba	0x3ff001383a426f4e	0x3ff001383a426f4e
exp	0x3f33ab8470f26aa8	0x3ff0013ac45ea307	0x3ff0013ac45ea307
exp	0x3f33e055ec85f4fc	0x3ff0013e11b7a4ea	0x3ff0013e11b7a4ea
exp	0x3f341160e3675645	0x3ff0014122a44d33	0x3ff0014122a44d33
exp	0x3f343dc7a67ef1b9	0x3ff00143e9486f2a	0x3ff00143e9486f2a
exp	0x3f347228e4e8ef4f	0x3ff001472f9ef1fb	0x3ff001472f9ef1fb
exp	0x3f34a6a4fe302230	0x3ff0014a77a3f0d2	0x3ff0014a77a3f0d2
exp	0x3f34d15da4b3d250	0x3ff0014d2365b818	0x3ff0014d2365b818
exp	0x3f3504dd9b3e62aa	0x3ff001505ba8783c	0x3ff001505ba8783c
exp	0x3f353bfb3bbbfdf6	0x3ff00153cdcb49aa	0x3ff00153cdcb49aa
exp	0x3f3562e60199d5c5	0x3ff001563cab7f0d	0x3ff001563cab7f0d
exp	0x3f3594ce8d942e5c	0x3ff001595b77450f	0x3ff001595b77450f
exp	0x3f35c15da78c100e	0x3ff0015c24a53f64	0x3ff0015c24a53f64
exp	0x3f35f4f0c7006f60	0x3ff0015f5e1dad31	0x3ff0015f5e1dad31
exp	0x3f36258d1559ea66	0x3ff00162682594d6	0x3ff00162682594d6
exp	0x3f365d59cdf45029	0x3ff00165e53ebf9c	0x3ff00165e53ebf9c
exp	0x3f368d4f794f5c8a	0x3ff00168e4dcc9be	0x3ff00168e4dcc9be
exp	0x3f36bcb69dced101	0x3ff0016bdb922b60	0x3ff0016bdb922b60
exp	0x3f36efc8c1868c8f	0x3ff0016f0cfd4eeb	0x3ff0016f0cfd4eeb
exp	0x3f371ae18a8ef035	0x3ff00171bec7e43a	0x3ff00171bec7e43a
exp	0x3f3751362c9599c6	0x3ff001752460d966	0x3ff001752460d966
exp	0x3f37807aed2b7c2b	0x3ff0017818f20e81	0x3ff0017818f20e81
exp	0x3f37b62c34da4e69	0x3ff0017b7455c52a	0x3ff0017b7455c52a
exp	0x3f37e804f205eaa4	0x3ff0017e922bc818	0x3ff0017e922bc818
exp	0x3f3811d8f0370147	0x3ff001812faa6412	0x3ff001812faa6412
exp	0x3f384d0e1455119a	0x3ff00184e356297b	0x3ff00184e356297b
exp	0x3f387976d1a3be84	0x3ff00187aa25b23c	0x3ff00187aa25b23c
exp	0x3f38a2bd8a7e4622	0x3ff0018a3ed09b9b	0x3ff0018a3ed09b9b
exp	0x3f38ccd163c53b7e	0x3ff0018ce04f3443	0x3ff0018ce04f3443
exp	0x3f38f55a134d14fa	0x3ff0018f69193712	0x3ff0018f69193712
exp	0x3f391b58868db22b	0x3ff00191c93bdf6b	0x3ff00191c93bdf6b
exp	0x3f394721bcceb780	0x3ff0019486143804	0x3ff0019486143804
exp	0x3f397615a646cc92	0x3ff00197759d45f4	0x3ff00197759d45f4
exp	0x3f39a90955276d2f	0x3ff0019aa5299dfb	0x3ff0019aa5299dfb
exp	0x3f39d9c6a828338d	0x3ff0019db14d46f4	0x3ff0019db14d46f4
exp	0x3f3a04494fc6e88f	0x3ff001a059bcab98	0x3ff001a059bcab98
exp	0x3f3a329e1e809697	0x3ff001a33f55345c	0x3ff001a33f55345c
exp	0x3f3a6122ec2a47d0	0x3ff001a627ee817c	0x3ff001a627ee817c
exp	0x3f3a8f90f38065d8	0x3ff001a90f1bcae1	0x3ff001a90f1bcae1
exp	0x3f3ac16bedc3d2bf	0x3ff001ac2d1e8447	0x3ff001ac2d1e8447
exp	0x3f3aee015eec1314	0x3ff001aef6c066a4	0x3ff001aef6c066a4
exp	0x3f3b237d6b3b8297	0x3ff001b24edb8ef4	0x3ff001b24edb8ef4
exp	0x3f3b593ae0f1a426	0x3ff001b5ab0e705f	0x3ff001b5ab0e705f
exp	0x3f3b8342fc671e12	0x3ff001b84bd83ade	0x3ff001b84bd83ade
exp	0x3f3bb20e618a8670	0x3ff001bb38df4cfd	0x3ff001bb38df4cfd
exp	0x3f3be133c19f5c8b	0x3ff001be2b8733ee	0x3ff001be2b8733ee
exp	0x3f3c1a63a0d1d79a	0x3ff001c1bee93874	0x3ff001c1bee93874
exp	0x3f3c4ad8c2a5aa5a	0x3ff001c4c690c0ae	0x3ff001c4c690c0ae
exp	0x3f3c78cba18a19f3	0x3ff001c7a610356c	0x3ff001c7a610356c
exp	0x3f3cab81709a9656	0x3ff001cad1c7b8e1	0x3ff001cad1c7b8e1
exp	0x3f3cdcadba35d772	0x3ff001cde4e4bfb4	0x3ff001cde4e4bfb4
exp	0x3f3d12d202fec1b9	0x3ff001d1478b57a8	0x3ff001d1478b57a8
exp	0x3f3d3e5c973a14de	0x3ff001d40083f985	0x3ff001d40083f985
exp	0x3f3d70ccccc3b286	0x3ff001d727e3d6e4	0x3ff001d727e3d6e4
exp	0x3f3da6e504994263	0x3ff001da89cb3eb6	0x3ff001da89cb3eb6
exp	0x3f3dd90dc8b1284b	0x3ff001ddacb4c958	0x3ff001ddacb4c958
exp	0x3f3e0bb6c72f8018	0x3ff001e0d7a38889	0x3ff001e0d7a38889
exp	0x3f3e3e8bce727af0	0x3ff001e40553c7c1	0x3ff001e40553c7c1
exp	0x3f3e73c3c3297e53	0x3ff001e759380aa3	0x3ff001e759380aa3
exp	0x3f3ea4a1f0884c29	0x3ff001ea677832ea	0x3ff001ea677832ea
exp	0x3f3edc4af92249bb	0x3ff001ede273bd70	0x3ff001ede273bd70
exp	0x3f3f0e6142a63bd4	0x3ff001f104394558	0x3ff001f104394558
exp	0x3f3f47cd55bb5049	0x3ff001f49b6a5984	0x3ff001f49b6a5984
exp	0x3f3f6fa9597da3cc	0x3ff001f71978b93f	0x3ff001f71978b93f
exp	0x3f3fa4f9c02d741c	0x3ff001fa6ee84362	0x3ff001fa6ee84362
exp	0x3f3fd495401dd3fd	0x3ff001fd68feb740	0x3ff001fd68feb740
exp	0x3f4002d26f95f0d2	0x3ff002007a5a9390	0x3ff002007a5a9390
exp	0x3f401b4bf2d38b11	0x3ff0020389ed439f	0x3ff0020389ed439f
exp	0x3f4033733bfaf599	0x3ff002068f37f999	0x3ff002068f37f999
exp	0x3f404bc4288ed760	0x3ff0020999b858ba	0x3ff0020999b858ba
exp	0x3f40645302e2380e	0x3ff0020cabf80186	0x3ff0020cabf80186
exp	0x3f407a8046d6e258	0x3ff0020f71fba4b6	0x3ff0020f71fba4b6
exp	0x3f409319ed0f21db	0x3ff00212859615f0	0x3ff00212859615f0
exp	0x3f40a9e05f1bd210	0x3ff002155ec2fdda	0x3ff002155ec2fdda
exp	0x3f40c2680e20a915	0x3ff00218701f60de	0x3ff00218701f60de
exp	0x3f40da0e238ab561	0x3ff0021b65457042	0x3ff0021b65457042
exp	0x3f40f4f1d7422b39	0x3ff0021ec22d91bb	0x3ff0021ec22d91bb
exp	0x3f410ba159b94286	0x3ff00221987e5291	0x3ff00221987e5291
exp	0x3f4125b135bbc17e	0x3ff00224dae93e67	0x3ff00224dae93e67
exp	0x3f41417946a6144d	0x3ff002285462dc44	0x3ff002285462dc44
exp	0x3f415d5f4b88ee60	0x3ff0022bd19c3c50	0x3ff0022bd19c3c50
exp	0x3f417d81da0992eb	0x3ff0022fd67a1801	0x3ff0022fd67a1801
exp	0x3f41993375cd2693	0x3ff002334d27106c	0x3ff002334d27106c
exp	0x3f41b41a2d31c209	0x3ff00236aa74ba84	0x3ff00236aa74ba84
exp	0x3f41cc389a239586	0x3ff00239aead6827	0x3ff00239aead6827
exp	0x3f41e62d00e5fd95	0x3ff0023cedae1891	0x3ff0023cedae1891
exp	0x3f4203cfd6a17e4c	0x3ff00240a28de48d	0x3ff00240a28de48d
exp	0x3f421d430021d31f	0x3ff00243d1660c26	0x3ff00243d1660c26
exp	0x3f4237a3f7da3085	0x3ff002471dfcd801	0x3ff002471dfcd801
exp	0x3f4251317ab55d87	0x3ff0024a5021ed97	0x3ff0024a5021ed97
exp	0x3f426ae99885587d	0x3ff0024d879bc953	0x3ff0024d879bc953
exp	0x3f4282bf0afb2413	0x3ff0025082b8248a	0x3ff0025082b8248a
exp	0x3f4299ad47d23e2c	0x3ff0025360ea2675	0x3ff0025360ea2675
exp	0x3f42b5b002470f32	0x3ff00256e1c42114	0x3ff00256e1c42114
exp	0x3f42d2bd8c93453f	0x3ff0025a83fdc2ad	0x3ff0025a83fdc2ad
exp	0x3f42edcc3224329f	0x3ff0025de6522d25	0x3ff0025de6522d25
exp	0x3f4306ae0992355b	0x3ff002610303308e	0x3ff002610303308e
exp	0x3f4321bb863137d9	0x3ff002646533d6c5	0x3ff002646533d6c5
exp	0x3f43395b3c3f1bf6	0x3ff00267599be49b	0x3ff00267599be49b
exp	0x3f4350a813489736	0x3ff0026a43a70d32	0x3ff0026a43a70d32
exp	0x3f436954387edbf9	0x3ff0026d59a32c4c	0x3ff0026d59a32c4c
exp	0x3f43825cbadd8a86	0x3ff002707b2d4b53	0x3ff002707b2d4b53
exp	0x3f439f64d5ee06db	0x3ff002741cbeba42	0x3ff002741cbeba42
exp	0x3f43b9c87f67ad1d	0x3ff0027769b5bf75	0x3ff0027769b5bf75
exp	0x3f43d6474b39656b	0x3ff0027afa1c2fd4	0x3ff0027afa1c2fd4
exp	0x3f43ed84949a0c48	0x3ff0027de238e86e	0x3ff0027de238e86e
exp	0x3f440dad6a8e5ac9	0x3ff00281e7f46c63	0x3ff00281e7f46c63
exp	0x3f442808897da718	0x3ff0028533dccd42	0x3ff0028533dccd42
exp	0x3f4447d61c6ce0cd	0x3ff002892e2ff874	0x3ff002892e2ff874
exp	0x3f4462c6e7b87197	0x3ff0028c8cd25f4e	0x3ff0028c8cd25f4e
exp	0x3f447ec24e63a891	0x3ff002900cce3e00	0x3ff002900cce3e00
exp	0x3f449be3c169a8a8	0x3ff00293b192573b	0x3ff00293b192573b
exp	0x3f44b45f58fa4ae0	0x3ff00296c183c28e	0x3ff00296c183c28e
exp	0x3f44caea8c938d56	0x3ff00299935f2f4c	0x3ff00299935f2f4c
exp	0x3f44e544bfb45ec8	0x3ff0029cdf2ef137	0x3ff0029cdf2ef137
exp	0x3f450004d93ece37	0x3ff002a037be4530	0x3ff002a037be4530
exp	0x3f451bf934ce3ea7	0x3ff002a3b6dce7ea	0x3ff002a3b6dce7ea
exp	0x3f453b4ac516ac78	0x3ff002a7a1b4c084	0x3ff002a7a1b4c084
exp	0x3f4559faa41c3140	0x3ff002ab785406b4	0x3ff002ab785406b4
exp	0x3f456fabb4ab8bad	0x3ff002ae2eea26ad	0x3ff002ae2eea26ad
exp	0x3f4587e927edbb7b	0x3ff002b1371acaaa	0x3ff002b1371acaaa
exp	0x3f45a2ccac0ce903	0x3ff002b4941c713f	0x3ff002b4941c713f
exp	0x3f45c3534f7ef757	0x3ff002b8a5a1615c	0x3ff002b8a5a1615c
exp	0x3f45dfde9ab5cad9	0x3ff002bc37a68879	0x3ff002bc37a68879
exp	0x3f45fa4dfb108861	0x3ff002bf862387cf	0x3ff002bf862387cf
exp	0x3f46130aee85a900	0x3ff002c29e4a3aad	0x3ff002c29e4a3aad
exp	0x3f462c18a17eef85	0x3ff002c5c08b36e4	0x3ff002c5c08b36e4
exp	0x3f464810edaa5547	0x3ff002c940303594	0x3ff002c940303594
exp	0x3f46631129e7ffab	0x3ff002cca0ce8d55	0x3ff002cca0ce8d55
exp	0x3f467d727d56a733	0x3ff002cfed8d03c5	0x3ff002cfed8d03c5
exp	0x3f469a916d05a937	0x3ff002d3920f2d8b	0x3ff002d3920f2d8b
exp	0x3f46b1f68d993b81	0x3ff002d67f37c45c	0x3ff002d67f37c45c
exp	0x3f46ccf5f069f613	0x3ff002d9dfbdb4f9	0x3ff002d9dfbdb4f9
exp	0x3f46e8d498608716	0x3ff002dd5c31ffc3	0x3ff002dd5c31ffc3
exp	0x3f4701432839d720	0x3ff002e06a904054	0x3ff002e06a904054
exp	0x3f4722193179472e	0x3ff002e4860ed92d	0x3ff002e4860ed92d
exp	0x3f473d4ea87ea38f	0x3ff002e7ed5b800b	0x3ff002e7ed5b800b
exp	0x3f47598832a7adf4	0x3ff002eb75313329	0x3ff002eb75313329
exp	0x3f477241838512b9	0x3ff002ee8cebfb6d	0x3ff002ee8cebfb6d
exp	0x3f478ee6197820c2	0x3ff002f222271456	0x3ff002f222271456
exp	0x3f47aa8bac0f9de4	0x3ff002f5977ca997	0x3ff002f5977ca997
exp	0x3f47c82efe3dbf33	0x3ff002f94c96c834	0x3ff002f94c96c834
exp	0x3f47e70b882723d1	0x3ff002fd28e00a28	0x3ff002fd28e00a28
exp	0x3f4802a612bf1fb2	0x3ff003009cd6bee9	0x3ff003009cd6bee9
exp	0x3f48251584aee479	0x3ff00304eb945814	0x3ff00304eb945814
exp	0x3f4841e7f629042e	0x3ff003088690f98a	0x3ff003088690f98a
exp	0x3f48631ea446ec7f	0x3ff0030cae30c5b0	0x3ff0030cae30c5b0
exp	0x3f4882fef8564980	0x3ff00310aafe3119	0x3ff00310aafe3119
exp	0x3f489ded38b68e0e	0x3ff00314096baf1f	0x3ff00314096baf1f
exp	0x3f48bbd219abd167	0x3ff00317c6c048ce	0x3ff00317c6c048ce
exp	0x3f48dbbd03eecdc8	0x3ff0031bc4e37fe1	0x3ff0031bc4e37fe1
exp	0x3f48f3bb859413e3	0x3ff0031ec5492830	0x3ff0031ec5492830
exp	0x3f491479034780fb	0x3ff00322ddc5b488	0x3ff00322ddc5b488
exp	0x3f492d604269d779	0x3ff00325fb4a1a75	0x3ff00325fb4a1a75
exp	0x3f494b41b2d7d700	0x3ff00329b834be5c	0x3ff00329b834be5c
exp	0x3f49691dfb3df8e7	0x3ff0032d747b1fe6	0x3ff0032d747b1fe6
exp	0x3f4985d22ae8b261	0x3ff003310bb7e6e4	0x3ff003310bb7e6e4
exp	0x3f49a5a0f4097d15	0x3ff00335065c9258	0x3ff00335065c9258
exp	0x3f49c52019b042a7	0x3ff00338f70bca63	0x3ff00338f70bca63
exp	0x3f49e6ea6a84b98e	0x3ff0033d31303b67	0x3ff0033d31303b67
exp	0x3f4a07f3ae26d9f9	0x3ff00341532f3ae6	0x3ff00341532f3ae6
exp	0x3f4a251f58c83982	0x3ff00344f962e2a6	0x3ff00344f962e2a6
exp	0x3f4a4639e26a0753	0x3ff003491d8d15c9	0x3ff003491d8d15c9
exp	0x3f4a660dc103d072	0x3ff0034d18da8d22	0x3ff0034d18da8d22
exp	0x3f4a8312d787f853	0x3ff00350ba3d603b	0x3ff00350ba3d603b
exp	0x3f4aa1cf257fac08	0x3ff003549293619c	0x3ff003549293619c
exp	0x3f4ac193224a8628	0x3ff003588be70e1e	0x3ff003588be70e1e
exp	0x3f4ade5d856d7cdb	0x3ff0035c25f4831e	0x3ff0035c25f4831e
exp	0x3f4afe0f59bbb4ad	0x3ff003601d0486c2	0x3ff003601d0486c2
exp	0x3f4b1e73e9ab9bfa	0x3ff003642a71b627	0x3ff003642a71b627
exp	0x3f4b404f858a5522	0x3ff0036866cb65db	0x3ff0036866cb65db
exp	0x3f4b5b84f4c8d324	0x3ff0036bce331c28	0x3ff0036bce331c28
exp	0x3f4b77868811af7c	0x3ff0036f4f258747	0x3ff0036f4f258747
exp	0x3f4b925e5f960b1a	0x3ff00372aad938ca	0x3ff00372aad938ca
exp	0x3f4bb4daf433c829	0x3ff00376fb5a31c4	0x3ff00376fb5a31c4
exp	0x3f4bd87d8d5cbda8	0x3ff0037b70a4e537	0x3ff0037b70a4e537
exp	0x3f4bfadb5a0a6e90	0x3ff0037fbd4e65dc	0x3ff0037fbd4e65dc
exp	0x3f4c1ba6c05909ee	0x3ff00383d7a134f2	0x3ff00383d7a134f2
exp	0x3f4c39eed0660150	0x3ff00387a1788a6d	0x3ff00387a1788a6d
exp	0x3f4c5e3bb40eb32d	0x3ff0038c2c15e898	0x3ff0038c2c15e898
exp	0x3f4c7c4029e1b631	0x3ff0038fed7a0dad	0x3ff0038fed7a0dad
exp	0x3f4c9bf4bb46cf8b	0x3ff00393e4ee9a09	0x3ff00393e4ee9a09
exp	0x3f4cbcca43633df9	0x3ff00398008b159c	0x3ff00398008b159c
exp	0x3f4cda6124cea07d	0x3ff0039bb43c5d26	0x3ff0039bb43c5d26
exp	0x3f4cfbc065844619	0x3ff0039fe115d30b	0x3ff0039fe115d30b
